Date,New_Cases,New_Deaths,Value
2020-02-17,0,0,
2020-02-18,0,0,3370.29
2020-02-19,0,0,3386.15
2020-02-20,0,0,3373.23
2020-02-21,20,0,3337.75
2020-02-24,18,0,3225.89
2020-02-25,4,0,3128.21
2020-02-26,3,0,3116.39
2020-02-27,0,0,2978.76
2020-02-28,3,0,2954.22
2020-03-02,25,5,3090.23
2020-03-03,24,3,3003.37
2020-03-04,34,2,3130.12
2020-03-05,63,1,3023.94
2020-03-06,98,3,2972.37
2020-03-09,163,4,2746.56
2020-03-10,290,4,2882.23
2020-03-11,307,8,2741.38
2020-03-12,1134,21,2480.64
2020-03-13,741,5,2711.02
2020-03-16,1361,22,2386.13
2020-03-17,2479,29,2529.19
2020-03-18,3765,48,2398.1
2020-03-19,5356,58,2409.39
2020-03-20,6596,77,2304.92
2020-03-23,11522,175,2237.4
2020-03-24,12923,267,2447.33
2020-03-25,14951,311,2475.56
2020-03-26,18685,389,2630.07
2020-03-27,20364,532,2541.47
2020-03-30,24020,855,2626.65
2020-03-31,26697,1087,2584.59
2020-04-01,27880,1300,2470.5
2020-04-02,28790,1205,2526.9
2020-04-03,34181,1341,2488.65
2020-04-06,31474,1576,2663.68
2020-04-07,34113,2201,2659.41
2020-04-08,32953,2283,2749.98
2020-04-09,34263,2199,2789.82
2020-04-10,34245,2271,
2020-04-13,27507,1810,2761.63
2020-04-14,29801,2532,2846.06
2020-04-15,32185,2716,2783.36
2020-04-16,30847,2293,2799.55
2020-04-17,33892,2650,2874.56
2020-04-20,28763,2024,2823.16
2020-04-21,27569,2680,2736.56
2020-04-22,31841,2466,2799.31
2020-04-23,34632,2429,2797.8
2020-04-24,34801,2026,2836.74
2020-04-27,24290,1611,2878.48
2020-04-28,27005,2374,2863.39
2020-04-29,30435,2247,2939.51
2020-04-30,31325,2242,2912.43
2020-05-01,35662,1968,2830.71
2020-05-04,24912,1479,2842.74
2020-05-05,25722,2092,2868.44
2020-05-06,25926,2503,2848.42
2020-05-07,29880,2004,2881.19
2020-05-08,29364,1652,2929.8
2020-05-11,18802,1160,2930.32
2020-05-12,24419,1858,2870.12
2020-05-13,23024,1690,2820.0
2020-05-14,27029,1697,2852.5
2020-05-15,28488,1533,2863.7
2020-05-18,23052,1033,2953.91
2020-05-19,22371,1540,2922.94
2020-05-20,23747,1391,2971.61
2020-05-21,27611,1436,2948.51
2020-05-22,25592,1279,2955.45
2020-05-25,18586,759,
2020-05-26,18946,870,2991.77
2020-05-27,21532,1426,3036.13
2020-05-28,24249,1189,3029.73
2020-05-29,25770,1143,3044.31
2020-06-01,18536,735,3055.73
2020-06-02,23985,1120,3080.82
2020-06-03,21403,1053,3122.87
2020-06-04,23327,1000,3112.35
2020-06-05,25671,902,3193.93
2020-06-08,18644,689,3232.39
2020-06-09,20494,939,3207.18
2020-06-10,22252,951,3190.14
2020-06-11,23815,843,3002.1
2020-06-12,26610,770,3041.31
2020-06-15,21340,515,3066.59
2020-06-16,27913,795,3124.74
2020-06-17,28453,843,3113.49
2020-06-18,28880,655,3115.34
2020-06-19,35772,703,3097.74
2020-06-22,32737,473,3117.86
2020-06-23,38244,825,3131.29
2020-06-24,40431,810,3050.33
2020-06-25,43212,660,3083.76
2020-06-26,49128,676,3009.05
2020-06-29,43032,445,3053.24
2020-06-30,50689,700,3100.29
2020-07-01,55981,668,3115.86
2020-07-02,61627,666,3130.01
2020-07-03,62425,658,
2020-07-06,51963,519,3179.72
2020-07-07,60507,1034,3145.32
2020-07-08,67222,967,3169.94
2020-07-09,65943,1029,3152.05
2020-07-10,75713,901,3185.04
2020-07-13,64871,647,3155.22
2020-07-14,69743,995,3197.52
2020-07-15,76709,1063,3226.56
2020-07-16,75767,1022,3215.57
2020-07-17,77894,1061,3224.73
2020-07-20,62112,785,3251.84
2020-07-21,70509,1298,3257.3
2020-07-22,75178,1287,3276.02
2020-07-23,72223,1241,3235.66
2020-07-24,80577,1307,3215.63
2020-07-27,58608,1015,3239.41
2020-07-28,68645,1489,3218.44
2020-07-29,69790,1403,3258.44
2020-07-30,69609,1433,3246.22
2020-07-31,74474,1474,3271.12
2020-08-03,47662,879,3294.61
2020-08-04,56703,1396,3306.51
2020-08-05,58763,1419,3327.77
2020-08-06,59490,1353,3349.16
2020-08-07,65592,1427,3351.28
2020-08-10,49363,756,3360.47
2020-08-11,57114,1385,3333.69
2020-08-12,57980,1449,3380.35
2020-08-13,55185,1351,3373.43
2020-08-14,63330,1223,3372.85
2020-08-17,41141,718,3381.99
2020-08-18,45840,1283,3389.78
2020-08-19,47310,1265,3374.85
2020-08-20,46838,1188,3385.51
2020-08-21,53338,1205,3397.16
2020-08-24,39492,653,3431.28
2020-08-25,43491,1188,3443.62
2020-08-26,46399,1288,3478.73
2020-08-27,46249,1201,3484.55
2020-08-28,50213,1129,3508.01
2020-08-31,36914,629,3500.31
2020-09-01,42739,1095,3526.65
2020-09-02,43937,1084,3580.84
2020-09-03,46004,1094,3455.06
2020-09-04,54235,1035,3426.96
2020-09-07,25070,497,
2020-09-08,29583,661,3331.84
2020-09-09,37338,1041,3398.96
2020-09-10,40350,989,3339.19
2020-09-11,49091,948,3340.97
2020-09-14,36154,580,3383.54
2020-09-15,39734,1064,3401.2
2020-09-16,42673,969,3385.49
2020-09-17,47286,874,3357.01
2020-09-18,50127,835,3319.47
2020-09-21,35620,475,3281.06
2020-09-22,37951,893,3315.57
2020-09-23,43890,974,3236.92
2020-09-24,46418,863,3246.59
2020-09-25,52077,873,3298.46
2020-09-28,37534,533,3351.6
2020-09-29,44480,865,3335.47
2020-09-30,44219,855,3363.0
2020-10-01,47368,839,3380.8
2020-10-02,51979,837,3348.44
2020-10-05,39728,559,3408.63
2020-10-06,47085,787,3360.95
2020-10-07,51348,906,3419.45
2020-10-08,60155,879,3446.83
2020-10-09,61065,886,3477.13
2020-10-12,47303,525,3534.22
2020-10-13,55883,766,3511.93
2020-10-14,60232,908,3488.67
2020-10-15,67108,874,3483.34
2020-10-16,72235,880,3483.81
2020-10-19,56160,625,3426.92
2020-10-20,66236,901,3443.12
2020-10-21,68975,1171,3435.56
2020-10-22,77494,1038,3453.49
2020-10-23,82399,869,3465.39
2020-10-26,70443,747,3400.97
2020-10-27,80043,982,3390.68
2020-10-28,86023,1034,3271.03
2020-10-29,94528,1039,3310.11
2020-10-30,103299,1023,3269.96
2020-11-02,88126,834,3310.24
2020-11-03,102393,1247,3369.16
2020-11-04,114722,1342,3443.44
2020-11-05,129921,1354,3510.45
2020-11-06,134896,1372,3509.44
2020-11-09,121827,1033,3550.5
2020-11-10,154290,1543,3545.53
2020-11-11,152390,1499,3572.66
2020-11-12,166904,1480,3537.01
2020-11-13,186330,1579,3585.15
2020-11-16,155483,1257,3626.91
2020-11-17,173225,1764,3609.53
2020-11-18,177723,2082,3567.79
2020-11-19,199690,2220,3581.87
2020-11-20,204750,2057,3557.54
2020-11-23,168580,1547,3577.59
2020-11-24,187599,2363,3635.41
2020-11-25,186678,2388,3629.65
2020-11-26,167405,1792,
2020-11-27,158735,1827,3638.35
2020-11-30,163908,1873,3621.63
2020-12-01,188503,2823,3662.45
2020-12-02,213950,2733,3669.01
2020-12-03,227457,2996,3666.72
2020-12-04,240091,2642,3699.12
2020-12-07,192694,2098,3691.96
2020-12-08,218873,3109,3702.25
2020-12-09,227734,3196,3672.82
2020-12-10,232938,3317,3668.1
2020-12-11,248326,3005,3663.46
2020-12-14,202540,2202,3647.49
2020-12-15,209618,3270,3694.62
2020-12-16,255628,3523,3701.17
2020-12-17,240663,3588,3722.48
2020-12-18,251653,3162,3709.41
2020-12-21,201146,2688,3694.92
2020-12-22,207550,3689,3687.26
2020-12-23,233410,3237,3690.01
2020-12-24,215915,3131,3703.06
2020-12-25,165334,2210,
2020-12-28,187341,2663,3735.36
2020-12-29,209895,3900,3727.04
2020-12-30,233017,3804,3732.04
2020-12-31,252124,3916,3756.07
2021-01-01,237949,2879,
2021-01-04,203669,2410,3700.65
2021-01-05,243018,3970,3726.86
2021-01-06,268259,3836,3748.14
2021-01-07,281466,4275,3803.79
2021-01-08,311086,3916,3824.68
2021-01-11,222057,2621,3799.61
2021-01-12,232204,4402,3801.19
2021-01-13,240925,3803,3809.84
2021-01-14,231538,4199,3795.54
2021-01-15,248619,3835,3768.25
2021-01-18,154135,2043,
2021-01-19,176798,3400,3798.91
2021-01-20,189136,4074,3851.85
2021-01-21,197362,4302,3853.07
2021-01-22,198378,3808,3841.47
2021-01-25,151335,2454,3855.36
2021-01-26,155513,3808,3849.62
2021-01-27,159600,4030,3750.77
2021-01-28,168249,3580,3787.38
2021-01-29,167755,3377,3714.24
2021-02-01,128791,2071,3773.86
2021-02-02,116709,3454,3826.31
2021-02-03,119490,3345,3830.17
2021-02-04,124170,3299,3871.74
2021-02-05,134062,3157,3886.83
2021-02-08,89312,1763,3915.59
2021-02-09,97401,3060,3911.23
2021-02-10,98819,2850,3909.88
2021-02-11,106251,2977,3916.38
2021-02-12,102111,2618,3934.83
2021-02-15,54623,1094,
2021-02-16,61652,1850,3932.59
2021-02-17,71409,2032,3931.33
2021-02-18,68473,2501,3913.97
2021-02-19,83396,2280,3906.71
2021-02-22,58554,1455,3876.5
2021-02-23,72592,2282,3881.37
2021-02-24,76128,2129,3925.43
2021-02-25,76481,2257,3829.34
2021-02-26,81015,2087,3811.15
2021-03-01,54260,1411,3901.82
2021-03-02,57762,1869,3870.29
2021-03-03,67266,2084,3819.72
2021-03-04,67679,1954,3768.47
2021-03-05,69929,1717,3841.94
2021-03-08,44384,914,3821.35
2021-03-09,55482,1346,3875.44
2021-03-10,59773,1596,3898.81
2021-03-11,62696,1472,3939.34
2021-03-12,67593,1470,3943.34
2021-03-15,45029,834,3968.94
2021-03-16,52872,1129,3962.71
2021-03-17,63173,1273,3974.12
2021-03-18,63709,1336,3915.46
2021-03-19,65798,1151,3913.1
2021-03-22,46078,696,3940.59
2021-03-23,59624,1030,3910.52
2021-03-24,66875,1273,3889.14
2021-03-25,66648,1170,3909.52
2021-03-26,76513,1118,3974.54
2021-03-29,57171,659,3971.09
2021-03-30,64503,857,3958.55
2021-03-31,70628,1006,3972.89
2021-04-01,76876,973,4019.87
2021-04-02,74763,924,
2021-04-05,54417,539,4077.91
2021-04-06,63672,811,4073.94
2021-04-07,74974,894,4079.95
2021-04-08,80614,963,4097.17
2021-04-09,84385,946,4128.8
2021-04-12,54122,563,4127.99
2021-04-13,78730,799,4141.59
2021-04-14,78622,900,4124.66
2021-04-15,74328,877,4170.42
2021-04-16,81782,833,4185.47
2021-04-19,50140,543,4163.26
2021-04-20,60996,817,4134.94
2021-04-21,65343,844,4173.42
2021-04-22,66388,863,4134.98
2021-04-23,66476,761,4180.17
2021-04-26,45955,505,4187.62
2021-04-27,52037,864,4186.72
2021-04-28,56388,789,4183.18
2021-04-29,59118,875,4211.47
2021-04-30,59670,751,4181.17
2021-05-03,38400,505,4192.66
2021-05-04,42248,843,4164.66
2021-05-05,46420,692,4167.59
2021-05-06,47848,784,4201.62
2021-05-07,49120,689,4232.6
2021-05-10,27744,426,4188.43
2021-05-11,34637,669,4152.1
2021-05-12,36065,767,4063.04
2021-05-13,38859,764,4112.5
2021-05-14,37702,725,4173.85
2021-05-17,23536,391,4163.29
2021-05-18,27674,652,4127.83
2021-05-19,29502,579,4115.68
2021-05-20,30442,627,4159.12
2021-05-21,28858,582,4155.86
2021-05-24,18470,416,4197.05
2021-05-25,23223,574,4188.13
2021-05-26,24287,544,4195.99
2021-05-27,23786,601,4200.88
2021-05-28,22864,561,4204.11
2021-05-31,9054,239,
2021-06-01,12354,310,4202.04
2021-06-02,16155,485,4208.12
2021-06-03,17898,533,4192.85
2021-06-04,18531,538,4229.89
2021-06-07,14014,281,4226.52
2021-06-08,14349,421,4227.26
2021-06-09,15855,445,4219.55
2021-06-10,16410,491,4239.18
2021-06-11,16175,390,4247.44
2021-06-14,10966,220,4255.15
2021-06-15,12865,357,4246.59
2021-06-16,14500,367,4223.7
2021-06-17,14295,343,4221.86
2021-06-18,14091,363,4166.45
2021-06-21,9963,269,4224.79
2021-06-22,13366,375,4246.44
2021-06-23,15917,353,4241.84
2021-06-24,15894,401,4266.49
2021-06-25,16129,338,4280.7
2021-06-28,12170,184,4290.61
2021-06-29,14362,325,4291.8
2021-06-30,17957,292,4297.5
2021-07-01,18425,338,4319.94
2021-07-02,18677,320,4352.34
2021-07-05,12279,164,
2021-07-06,15026,285,4343.54
2021-07-07,22943,271,4358.13
2021-07-08,27246,318,4320.82
2021-07-09,30054,329,4369.55
2021-07-12,23535,257,4384.63
2021-07-13,34002,372,4369.21
2021-07-14,39175,349,4374.3
2021-07-15,40534,379,4360.03
2021-07-16,44697,368,4327.16
2021-07-19,36968,247,4258.49
2021-07-20,50506,363,4323.06
2021-07-21,63350,435,4358.69
2021-07-22,66519,427,4367.48
2021-07-23,75072,410,4411.79
2021-07-26,53502,351,4422.3
2021-07-27,85861,492,4401.46
2021-07-28,91193,561,4400.64
2021-07-29,99505,530,4419.15
2021-07-30,110601,591,4395.26
2021-08-02,79701,555,4387.16
2021-08-03,114982,822,4423.15
2021-08-04,125482,759,4402.66
2021-08-05,132680,808,4429.1
2021-08-06,141256,896,4436.52
2021-08-09,100483,675,4432.35
2021-08-10,134702,1109,4436.75
2021-08-11,149734,1061,4447.7
2021-08-12,152514,1188,4460.83
2021-08-13,166304,1286,4468.0
2021-08-16,112598,944,4479.71
2021-08-17,151144,1456,4448.08
2021-08-18,166368,1587,4400.27
2021-08-19,172444,1560,4405.8
2021-08-20,187609,1607,4441.67
2021-08-23,120800,1059,4479.53
2021-08-24,160254,1838,4486.23
2021-08-25,185370,1999,4496.19
2021-08-26,182084,1841,4470.0
2021-08-27,199919,1979,4509.37
2021-08-30,135577,1427,4528.79
2021-08-31,171537,2052,4522.68
2021-09-01,192715,2179,4524.09
2021-09-02,188016,2184,4536.95
2021-09-03,193867,2072,4535.43
2021-09-06,127497,1331,
2021-09-07,119188,1715,4520.03
2021-09-08,161075,2261,4514.07
2021-09-09,175814,2627,4493.28
2021-09-10,183064,2337,4458.58
2021-09-13,113585,1458,4468.73
2021-09-14,153925,2563,4443.05
2021-09-15,170111,2675,4480.7
2021-09-16,162378,2372,4473.75
2021-09-17,165395,2260,4432.99
2021-09-20,98525,1522,4357.73
2021-09-21,132927,2483,4354.19
2021-09-22,137405,2386,4395.64
2021-09-23,135967,2526,4448.98
2021-09-24,137773,2219,4455.48
2021-09-27,88568,1390,4443.11
2021-09-28,111750,2276,4352.63
2021-09-29,125014,2463,4359.46
2021-09-30,125011,2257,4307.54
2021-10-01,124422,2043,4357.04
2021-10-04,77256,1223,4300.46
2021-10-05,104962,2101,4345.72
2021-10-06,112628,2291,4363.55
2021-10-07,110030,2041,4399.76
2021-10-08,109718,2092,4391.34
2021-10-11,64707,1008,4361.19
2021-10-12,91374,1782,4350.65
2021-10-13,100623,1862,4363.8
2021-10-14,98636,1958,4438.26
2021-10-15,96545,1792,4471.37
2021-10-18,60292,1047,4486.46
2021-10-19,79445,1713,4519.63
2021-10-20,83157,1929,4536.19
2021-10-21,87720,1778,4549.78
2021-10-22,85683,1645,4544.9
2021-10-25,56894,952,4566.48
2021-10-26,79445,1674,4574.79
2021-10-27,80786,1789,4551.68
2021-10-28,87377,1503,4596.42
2021-10-29,84996,1574,4605.38
2021-11-01,62444,888,4613.67
2021-11-02,76549,1356,4630.65
2021-11-03,79644,1534,4660.57
2021-11-04,90926,1342,4680.06
2021-11-05,88200,1364,4697.53
2021-11-08,60231,854,4701.7
2021-11-09,83633,1481,4685.25
2021-11-10,96145,1581,4646.71
2021-11-11,97124,1192,4649.27
2021-11-12,99176,1139,4682.85
2021-11-15,74035,729,4682.8
2021-11-16,100215,1425,4700.9
2021-11-17,107327,1435,4688.67
2021-11-18,115816,1383,4704.54
2021-11-19,114230,1236,4697.96
2021-11-22,78180,755,4682.94
2021-11-23,108729,1490,4690.7
2021-11-24,106647,1578,4701.46
2021-11-25,86116,888,
2021-11-26,72709,799,4594.62
2021-11-29,80375,757,4655.27
2021-11-30,123001,1599,4567.0
2021-12-01,134203,1591,4513.04
2021-12-02,150249,1452,4577.1
2021-12-03,151155,1318,4538.43
2021-12-06,98072,889,4591.67
2021-12-07,127126,1834,4686.75
2021-12-08,131136,1573,4701.21
2021-12-09,137227,1481,4667.45
2021-12-10,143387,1584,4712.02
2021-12-13,102164,957,4668.97
2021-12-14,124433,1771,4634.09
2021-12-15,143881,1739,4709.85
2021-12-16,162237,1483,4668.67
2021-12-17,173462,1748,4620.64
2021-12-20,159754,1017,4568.02
2021-12-21,196406,1891,4649.23
2021-12-22,243574,1784,4696.56
2021-12-23,296946,1543,4725.79
2021-12-24,323430,1239,
2021-12-27,255677,1058,4791.19
2021-12-28,351792,1960,4786.35
2021-12-29,491760,1939,4793.06
2021-12-30,613366,1771,4778.73
2021-12-31,634173,1270,4766.18
2022-01-03,529198,1196,4796.56
2022-01-04,617060,2073,4793.54
2022-01-05,736536,2011,4700.58
2022-01-06,834332,2468,4696.05
2022-01-07,914412,2316,4677.03
2022-01-10,721499,1644,4670.29
2022-01-11,764756,2786,4713.07
2022-01-12,901065,2679,4726.35
2022-01-13,901141,2711,4659.03
2022-01-14,899083,2730,4662.85
2022-01-17,639274,1705,
2022-01-18,626033,2606,4577.11
2022-01-19,749856,3034,4532.76
2022-01-20,767896,3396,4482.73
2022-01-21,833131,3111,4397.94
2022-01-24,508617,2064,4410.13
2022-01-25,501967,3402,4356.45
2022-01-26,553810,3701,4349.93
2022-01-27,563047,3433,4326.51
2022-01-28,547295,3322,4431.85
2022-01-31,290387,2014,4515.55
2022-02-01,307785,3491,4546.54
2022-02-02,324137,3534,4589.38
2022-02-03,305042,3322,4477.44
2022-02-04,311690,3067,4500.53
2022-02-07,161294,1916,4483.87
2022-02-08,198702,3354,4521.54
2022-02-09,219576,3294,4587.18
2022-02-10,194829,3075,4504.08
2022-02-11,167093,2554,4418.64
2022-02-14,88426,1565,4401.67
2022-02-15,110432,2826,4471.07
2022-02-16,114485,2784,4475.01
2022-02-17,113272,2655,4380.26
2022-02-18,117937,2477,4348.87
2022-02-21,56043,1073,
2022-02-22,65104,2039,4304.76
2022-02-23,75845,2362,4225.5
2022-02-24,82568,2374,4288.7
2022-02-25,76412,1897,4384.65
2022-02-28,37010,1188,4373.94
2022-03-01,47817,1689,4306.26
2022-03-02,50616,1680,4386.54
